rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:1xK1Gg9SxG8fy2Ya373oqb","Myke Towers, Juhn","Bandido","White World Music",1,1,44,"377335"
2,"spotify:track:6EHrppRT1Uj4cyShAujxFu","Papu DJ, L-Gante","L-Gante: RKT SESSIONS #1","PAPU DJ",1,2,58,"325991"
3,"spotify:track:7vrJn5hDSXRmdXoR30KgF1","KAROL G","BICHOTA","UMLE - Latino",1,3,96,"319825"
4,"spotify:track:4MzXwWMhyBbmu6hOcLVD49","Bad Bunny, JHAYCO","DÁKITI","Rimas Entertainment LLC",1,4,89,"319093"
5,"spotify:track:3VvA1wSxukMLsvXoXtlwWx","Boza","Hecha Pa' Mi","Sony Music Latin",5,6,65,"280910"
6,"spotify:track:3lCbsHaN1wCxyDzcNN2x4N","Migrantes, Alico","Si Me Tomo Una Cerveza","LEB Records",1,5,77,"274729"
7,"spotify:track:2XIc1pqjXV3Cr2BQUGNBck","Bad Bunny, ROSALÍA","LA NOCHE DE ANOCHE","Rimas Entertainment LLC",6,7,61,"260129"
8,"spotify:track:7D7EH7MGyNHWSkqrszerI1","Camilo, El Alfa","BEBÉ","Sony Music Latin",5,8,62,"238852"
9,"spotify:track:3OXxCquI8i14EigwILaLx9","Maria Becerra, Cazzu","Animal","300 Entertainment",9,9,19,"233557"
10,"spotify:track:5uD4fcXch2qE5LYeyDipA1","El Reja, Lira","Bésame","Montevideo Music Group",2,10,106,"213635"
11,"spotify:track:1yoMvmasuxZfqHEipJhRbp","Maluma","Hawái","Sony Music Latin",1,11,181,"213016"
12,"spotify:track:7BIy3EGQhg98CsRdKYHnJC","Camilo","Ropa Cara","Sony Music Latin",12,13,8,"210775"
13,"spotify:track:21N4Buj4xsyLb218lYle61","Sebastian Yatra, Guaynaa","Chica Ideal","UMLE - Latino",7,12,102,"203405"
14,"spotify:track:78SeXVRJ7KCqVmOwTiFjnI","Bizarrap, NATHY PELUSO","Nathy Peluso: Bzrp Music Sessions, Vol. 36","DALE PLAY Records",4,14,60,"203223"
15,"spotify:track:4loQgPwJHocL3dFwLfjb1J","Rauw Alejandro, Anuel AA","Reloj","Sony Music Latin/Duars Entertainment",11,15,96,"197864"
16,"spotify:track:7ndTONDDRFGiPnnhOzOXxq","Manuel Turizo, Rauw Alejandro, Myke Towers","La Nota","Sony Music Latin/La Industria",9,17,110,"189385"
17,"spotify:track:73nAK3HgQK8dak83Y2WQ8F","Camilo","Vida de Rico","Sony Music Latin",2,16,127,"189117"
18,"spotify:track:15OjBeqNX3bShsGYQbteRv","Farruko","La Tóxica","Sony Music Latin",5,18,182,"175010"
19,"spotify:track:2mMZAd3ol9wGI2WJl4XJCF","Nicki Nicole, Dread Mar I, Bizarrap","Verte","Sony Music Latin/DALE PLAY Records",16,19,47,"165854"
20,"spotify:track:1jtkP2Vj67mcBTXJgIOZsW","Maria Becerra, Rusherking","Confiesalo","300 Entertainment",17,20,75,"165058"
21,"spotify:track:3GtnId3Cm1Xa6joCj08nzW","Justin Quiles","Jeans","WEA Latina",2,21,166,"158329"
22,"spotify:track:5y7DaS3jAc9eZzcSOoUIwU","Ozuna, J Balvin, Chencho Corleone","Una Locura","Aura Music Corp.",10,22,144,"156598"
23,"spotify:track:68mrW6gXHgupgSiDHgaDi5","Nicky Jam, Myke Towers","Polvo","Sony Music Latin",21,23,68,"154116"
24,"spotify:track:35UUpTmrcFXNIVIN26ujXl","Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko","Relación - Remix","Rich Music",3,24,145,"143784"
25,"spotify:track:4C6BlqqMwjFzOXzqpTeoWR","Justin Quiles","Ponte Pa' Mi","WEA Latina",24,25,68,"143460"
26,"spotify:track:7lPN2DXiMsVn7XUKtOW1CS","Olivia Rodrigo","drivers license","Olivia Rodrigo PS",20,27,17,"135775"
27,"spotify:track:4HYDUMY0xSpeBr0AMY9cUz","Jay Wheeler, DJ Nelson, Myke Towers","La Curiosidad","Linked Music / Dynamic Records / EMPIRE",2,26,222,"131561"
28,"spotify:track:4RJz8NfIe09gpKMiRUWKhJ","Maluma, Lenny Tavárez, Justin Quiles","Parce (feat. Justin Quiles)","Sony Music Latin",8,28,159,"125986"
29,"spotify:track:2I3qA0KslRCxFTfZnPyDhf","The La Planta, Nestor En Bloque, Marka Akme, MOMO, Pushi","Barrio Prendido","The La Planta",18,29,87,"121979"
30,"spotify:track:2bgcUk2A3jjKbCJ7KPquTi","Wisin, Myke Towers, Los Legendarios","Mi Niña","La Base Music Group/ WK Records",21,30,118,"120178"
31,"spotify:track:0JAZWvvqttGFm4UMDsPQXC","Ozuna, Camilo","Despeinada","Aura Music Corp.",6,31,146,"119583"
32,"spotify:track:7x4ASXYEKfQBCewcZhK776","KAROL G","Ay, DiOs Mío!","UMLE - Latino",6,32,201,"116190"
33,"spotify:track:2HpbDdD3JLpAPMJFYCeC6o","Maria Becerra, TINI, Lola Indigo","High (Remix)","300 Entertainment / Maria Becerra",2,33,146,"114552"
34,"spotify:track:4G3PTss3mU33Tau7t4KbwE","Rauw Alejandro, Camilo","Tattoo - Remix with Camilo","Sony Music Latin/Duars Entertainment",2,34,201,"112454"
35,"spotify:track:5RubKOuDoPn5Kj5TLVxSxY","Bad Bunny","TE MUDASTE","Rimas Entertainment LLC",18,38,61,"108242"
36,"spotify:track:7oySelE0Cb5q1TBBSPZJT2","Migrantes, Oscu, Rombai, Agapornis, Alico, Nico Valdi","Si Me Tomo una Cerveza - Remix","LEB Records",34,36,19,"106265"
37,"spotify:track:11EnQRgRMJwMAesfkB5pnu","Lele Pons, Guaynaa","Se Te Nota (with Guaynaa)","Shots Studios & Music/10:22pm/Interscope Records",16,37,133,"105212"
38,"spotify:track:4gQG2Ic7hnJMAcqunk4ERT","Fer Palacio, DJ Alex, Santiago Saez","Ya No Más","P2020",9,35,645,"103876"
39,"spotify:track:1mjHyr9e7uP0QisX3y7a6T","Dillom, Evar, Omar Varela","DUDADE","Bohemian Groove",39,42,51,"101174"
40,"spotify:track:59nnGpAU3AiL2tD0o2It11","KHEA, NATTI NATASHA, Prince Royce, Lenny Santos","Ayer Me Llamó Mi Ex (Remix)","Young Flex - Khea",23,39,82,"100953"
41,"spotify:track:22Sh5dlwbERqJAq1fZk5b2","Rauw Alejandro, J Balvin","De Cora <3","Sony Music Latin/Duars Entertainment",36,40,75,"100063"
42,"spotify:track:5Jm4w8jmPEBTLjI9vH4fXo","Ozuna","Caramelo","Aura Music Corp.",1,41,229,"96804"
43,"spotify:track:0EhpEsp4L0oRGM0vmeaN5e","J Balvin, Dua Lipa, Bad Bunny, Tainy","UN DIA (ONE DAY) (Feat. Tainy)","Universal Music Latino/ NEON16",21,44,187,"92838"
44,"spotify:track:4KlrEwjhXnHLtmKauxVHJz","El Reja, Agustín Casanova, The La Planta","Bonita","Montevideo Music Group",33,43,60,"92188"
45,"spotify:track:6fmQjRuo7XvRFCK2qex5hQ","Jerry Di","Mi Cuarto","Nacho",14,45,163,"85122"
46,"spotify:track:3dEtfTtCXWW7N8WQ9FD29z","Lyanno, Rauw Alejandro, Lenny Tavárez, Maria Becerra","En Tu Cuerpo - Remix","Rimas Entertainment LLC",16,46,144,"85101"
47,"spotify:track:0TUW9faHNaBmi89wsYGp9y","Trueno, Nicki Nicole, Bizarrap, Taiu, TATOOL","Mamichula - con Nicki Nicole","NEUEN",1,47,187,"84690"
48,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",14,48,383,"79716"
49,"spotify:track:51g3eI9dcemoeyk2mSe8wN","Tiago PZK, LIT killah, Seven Kayne, Bhavi, Rusherking, Tobi","Cerca de ti (feat. Rusherking, Bhavi, Tobi) - Remix","Grand Move Records",24,49,89,"75105"
50,"spotify:track:73O30uMI7n6DuzBmbtO7kC","Anuel AA, Ozuna","Antes","Real Hasta La Muerte LLC & Aura Music Corp.",50,51,5,"71686"
51,"spotify:track:6bvfJf4KjonPMuPfGfy3S2","Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka","La Jeepeta - Remix","Flow La Movie, Inc.",1,50,277,"69820"
52,"spotify:track:4PEfJZpVjdclfzZ9XO8uDw","KEVIN ROLDAN, Bryant Myers, Lyanno","HASTA ABAJO","UMLE - Latino",52,52,29,"69567"
53,"spotify:track:0XinBYhf1X3kdvKQHOX971","C. Tangana, Niño de Elche, La Húngara","Tú Me Dejaste De Querer","Sony Music Entertainment",51,53,76,"66027"
54,"spotify:track:2mM3gZ0BbPwPPMelbA8vgt","Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy","No Te Enamores - Remix","Carbon Fiber Music",54,57,23,"65096"
55,"spotify:track:7MoZgM6AsQaZw14WnKopuy","Ovy On The Drums, Danny Ocean, KAROL G","Miedito o Qué? (feat. KAROL G)","WEA Latina",52,54,55,"63586"
56,"spotify:track:6UelLqGlWMcVH1E5c4H7lY","Harry Styles","Watermelon Sugar","Columbia",16,55,311,"63148"
57,"spotify:track:6C6mUonH6MNdSg5pw7kOc9","KHEA, Lenny Santos","Ayer Me Llamó Mi Ex","Young Flex - Khea",2,59,159,"60754"
58,"spotify:track:0jT8Nl0shPS8115is0wD2Q","Camilo","Favorito","Sony Music Latin",1,58,306,"60547"
59,"spotify:track:1mVLbFwad1wce7mAhFw2Ih","Rei, Neo Pistea, Duki","Pininfarina - Remix","DALE PLAY Records",12,60,150,"60354"
60,"spotify:track:7LE1K0lZyRFZjSlrnm7lfD","Jay Wheeler, Myke Towers, Rauw Alejandro, DJ Nelson, JHAYCO, Lunay, Kendo Kaponi","La Curiosidad (feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi) - Blue Grand Prix Remix","Linked Music / Dynamic Records / EMPIRE",56,62,40,"58480"
61,"spotify:track:2lCkncy6bIB0LTMT7kvrD1","J Balvin","Azul","UMLE - Latino",22,61,313,"58094"
62,"spotify:track:6bLvfGI2XeU5DTl8feuNrk","Ke Personajes","Cómo estás","Ke Personajes",18,56,553,"57380"
63,"spotify:track:7k4t7uLgtOxPwTpFmtJNTY","KAROL G, Nicki Minaj","Tusa","TUSA - Karol G & Nicki Minaj",1,63,443,"56787"
64,"spotify:track:3OYk6SZD86hLCR8tCebf89","TINI","Playa","5020 Records",37,64,54,"54439"
65,"spotify:track:5xlxSHnvXwT66JWYwDkEFE","MYA","2:50","Columbia",34,65,121,"53332"
66,"spotify:track:4z9b9AbzCw32Azqg8uJ0B6","CNCO","Tan Enamorados","Sony Music Latin",65,67,66,"52676"
67,"spotify:track:3PfIrDoz19wz7qK7tYeu62","Dua Lipa","Don't Start Now","Warner Records",10,66,453,"52269"
68,"spotify:track:3pMo77B4r1NwwIK78lO4xf","Ciro y los Persas","Me Gusta","300 Producciones",68,74,1417,"50811"
69,"spotify:track:6cvMmviJTZTBOFh2ohwZg6","Dani Ribba","A Mi Lado","DANI",39,71,63,"50002"
70,"spotify:track:2OEVXCvrzJfpZaIPwsR99i","L-Gante, El Mas Ladron, DT.Bilardo","Pistola","Kriterio Music",63,69,32,"49276"
71,"spotify:track:0S9ZVNTNRzLMgb96tmmG1u","Rauw Alejandro","Enchule","Sony Music Latin/Duars Entertainment",28,70,130,"49021"
72,"spotify:track:7xX3wvvcZvxGCa06KlgTCp","Myke Towers","Tú","2020 One World Music & Casablanca Records | Powered by GLAD Empire, LL",72,83,8,"48831"
73,"spotify:track:5zj8WNkBrEzlI5FKeYV4ol","Sech, J Balvin","La Luz","Rich Music",36,68,87,"48747"
74,"spotify:track:5EbtodsuLbxrFDH6j5avVS","Camilo, Pablo Alborán","El Mismo Aire - con Pablo Alborán","Sony Music Latin",25,72,230,"48315"
75,"spotify:track:35mvY5S1H3J2QZyna3TFe0","Ariana Grande","positions","Republic Records",24,73,94,"48076"
76,"spotify:track:3tjFYV6RSFtuktYl3ZtYcq","24kGoldn, iann dior","Mood (feat. iann dior)","Records/Columbia",39,76,135,"47730"
77,"spotify:track:56Ta1O7Jxxpjnc6cWdDKUo","Reik, Farruko, Camilo","Si Me Dices Que Sí","Sony Music México",29,75,342,"47504"
78,"spotify:track:6Cgj3VVfcYJN9vZbMVcKRd","Trueno, Taiu, TATOOL","Ñeri","NEUEN",28,79,135,"47072"
79,"spotify:track:2VnNaJFGInEJ0R5GkSQ7IP","#TocoParaVos, El Reja, Marka Akme","Se Picó","WM Chile",74,78,6,"46003"
80,"spotify:track:2qBirMakpTdz9ymxrZEyzg","Luis Alberto Spinetta","Seguir Viviendo Sin Tu Amor","EMI Argentina",69,80,1128,"45647"
81,"spotify:track:0pgj4EzB1XRqgZemoMNG5D","Camilo, Evaluna Montaner","Por Primera Vez","Sony Music Latin",4,77,323,"45180"
82,"spotify:track:6NKrW1a2OYNwAXuN4MgwXi","L-Gante, DT.Bilardo","Malianteo 420","Kriterio Music",75,81,24,"44478"
83,"spotify:track:69Y5IZuBvGyzySFt5x7kCq","Piso 21, Maluma","Más De La Una","WM Mexico",75,82,47,"43892"
84,"spotify:track:0ZAJ660VP57lLK4U7NlGOy","Intoxicados","Nunca quise","Pop Art",65,95,1454,"43566"
85,"spotify:track:2Oycxb8QbPkpHTo8ZrmG0B","Miley Cyrus, Dua Lipa","Prisoner (feat. Dua Lipa)","RCA Records Label",52,88,66,"43180"
86,"spotify:track:027NtsXW0vpDFhzxsJKmTL","Ciro y los Persas","Mírenla","300 Producciones",85,89,504,"42535"
87,"spotify:track:34LI7rwi9H8w2S5KTHnv1M","Manuel Turizo","Quiéreme Mientras Se Pueda","Sony Music Latin/La Industria",30,91,252,"42008"
88,"spotify:track:5stPVcRqb4qixbafP9e8lt","Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","Hola - Remix","Rich Music",2,85,451,"41746"
89,"spotify:track:2vBET2pmrQqafaS6zIaYta","Black Eyed Peas, Shakira","GIRL LIKE ME","Epic",89,99,45,"41671"
90,"spotify:track:4saklk6nie3yiGePpBwUoc","BTS","Dynamite","BIGHIT MUSIC",21,94,158,"41526"
91,"spotify:track:4SE7wJ6HNrxGf7RpAVyTwm","Jowell & Randy","Hoy Se Chicha","Rimas Entertainment LLC.",76,87,27,"40667"
92,"spotify:track:1pqnQ41XbfKjaFu6M0eGJp","Tainy, J Balvin","Agua (with J Balvin)","NEON16/Interscope Records",7,86,199,"40262"
93,"spotify:track:2etJ67Egf7woMgOikVrlJM","Flow La Movie, Nio Garcia, Casper Magico","Travesuras","Flow La Movie, Inc.",78,92,74,"40169"
94,"spotify:track:0psS4i5YooJrXfDnGvWRLi","Billie Eilish, ROSALÍA","Lo Vas A Olvidar (with ROSALÍA)","Columbia",66,96,6,"39343"
95,"spotify:track:7onMf0QvWgRba2MRxG27yj","La K'onga","El Mismo Aire","Leader Music",71,98,46,"39200"
96,"spotify:track:00fuxcwUgNfmoqBeP63MN7","The La Planta, Pushi","El Cielo a un Diablo","The La Planta",69,84,82,"39171"
97,"spotify:track:1Bi4FWSuiItUNREkaoeFY3","La Banda De Lechuga, Kevo DJ","Que Locura Fue Enamorarme de Ti (Remix)","Magenta Discos",48,93,240,"38816"
98,"spotify:track:4a0XLZUjHFHPwMBxQJD2JX","Fer Palacio","Previa y Cachengue 35 - Remix","Fer Palacio",37,90,73,"37910"
99,"spotify:track:7iZSr3NiHlqJGAJmlfd3Ru","El Dipy","Par-Tusa","MOJO",4,97,354,"37875"
100,"spotify:track:411nmd0QMzty1UjCWSo3rc","Danna Paola, Sebastian Yatra","No Bailes Sola","Universal Music Mexico",43,102,194,"37863"
101,"spotify:track:1rgnBhdG2JDFTbYkYRZAku","Tones And I","Dance Monkey","Elektra (NEK)",2,100,488,"37727"
102,"spotify:track:5nujrmhLynf4yMoMtj8AQF","Dua Lipa, DaBaby","Levitating (feat. DaBaby)","Warner Records",90,108,84,"37270"
103,"spotify:track:74j34STf8L6uADnTN69ohv","Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex","El Efecto - Remix","(SME US Latin) Duars Entertainment, Corp. (2)",23,101,408,"37093"
104,"spotify:track:0lmXM7CjNXSjCW4my94WQ3","Rusherking, Tiago PZK, Big One","Además de Mí","Rusherking",41,109,54,"36937"
105,"spotify:track:6rg1MBZqggsQ5olFGTw0rr","Divididos","Spaghetti del Rock","Ariola",81,113,1478,"36735"
106,"spotify:track:7uoFMmxln0GPXQ0AcCBXRq","Sia","Snowman","Monkey Puzzle/Atlantic",86,118,35,"36680"
107,"spotify:track:1Ol5LmdNDNpFu1oNwfgkux","Camilo, Pedro Capó","Tutu","Sony Music Latin",4,103,537,"36385"
108,"spotify:track:23UX82uDIfCUUneRfzDTD5","L-Gante, Homer El Mero Mero, DT.Bilardo","Titubeo","Kriterio Music",108,119,5,"36370"
109,"spotify:track:5DoLhdU27owX1NMrKLUbUl","Super Yei, Sammy, Jone Quest, Towy, Osquel, Beltito, Sammy & Falsetto","Lean","Superiority",15,105,232,"36303"
